datetime,region,demand_mwh,solar_gen_mwh,wind_gen_mwh,scenario
2023-09-29 10:00:00,Bavaria,170,162,257,HP_Boost
2023-09-29 11:00:00,Bavaria,357,98,181,HP_Boost
2023-09-29 12:00:00,Bavaria,476,53,37,HP_Boost
2023-09-29 13:00:00,Bavaria,188,59,87,HP_Boost
2023-09-29 14:00:00,Bavaria,366,13,143,HP_Boost
2023-09-29 15:00:00,Bavaria,178,105,250,HP_Boost
2023-09-29 16:00:00,Bavaria,252,110,113,Base
2023-09-29 17:00:00,Bavaria,213,79,256,HP_Boost
2023-09-29 18:00:00,Bavaria,205,68,192,Base
2023-09-29 19:00:00,Bavaria,460,50,181,Base
2023-09-29 20:00:00,Bavaria,211,160,123,HP_Boost
2023-09-29 21:00:00,Bavaria,365,91,96,Base
2023-09-29 22:00:00,Bavaria,144,92,165,HP_Boost
2023-09-29 23:00:00,Bavaria,302,163,295,Base
2023-09-30 00:00:00,Bavaria,268,126,108,HP_Boost
2023-09-30 01:00:00,Bavaria,123,74,38,HP_Boost
2023-09-30 02:00:00,Bavaria,454,41,187,Base
2023-09-30 03:00:00,Bavaria,347,56,265,Base
2023-09-30 04:00:00,Bavaria,489,151,278,Base
2023-09-30 05:00:00,Bavaria,146,100,251,HP_Boost
2023-09-30 06:00:00,Bavaria,318,3,72,HP_Boost
2023-09-30 07:00:00,Bavaria,301,88,246,HP_Boost
2023-09-30 08:00:00,Bavaria,446,29,204,HP_Boost
2023-09-30 09:00:00,Bavaria,471,35,237,Base
2023-09-30 10:00:00,Bavaria,282,11,135,Base
2023-09-30 11:00:00,Bavaria,93,106,4,HP_Boost
2023-09-30 12:00:00,Bavaria,357,181,207,HP_Boost
2023-09-30 13:00:00,Bavaria,311,2,73,HP_Boost
2023-09-30 14:00:00,Bavaria,126,25,91,Base
2023-09-30 15:00:00,Bavaria,268,142,125,HP_Boost
2023-09-30 16:00:00,Bavaria,233,186,264,Base
2023-09-30 17:00:00,Bavaria,115,1,249,Base
2023-09-30 18:00:00,Bavaria,290,30,187,Base
2023-09-30 19:00:00,Bavaria,267,139,195,Base
2023-09-30 20:00:00,Bavaria,275,150,272,HP_Boost
2023-09-30 21:00:00,Bavaria,406,79,67,HP_Boost
2023-09-30 22:00:00,Bavaria,174,6,138,HP_Boost
2023-09-30 23:00:00,Bavaria,268,195,71,HP_Boost
2023-10-01 00:00:00,Bavaria,136,33,42,HP_Boost
2023-10-01 01:00:00,Bavaria,409,8,280,Base
2023-10-01 02:00:00,Bavaria,346,134,143,HP_Boost
2023-10-01 03:00:00,Bavaria,195,125,246,HP_Boost
2023-10-01 04:00:00,Bavaria,259,159,14,Base
2023-10-01 05:00:00,Bavaria,141,197,1,HP_Boost
2023-10-01 06:00:00,Bavaria,428,41,198,HP_Boost
2023-10-01 07:00:00,Bavaria,461,119,112,Base
2023-10-01 08:00:00,Bavaria,216,151,117,HP_Boost
2023-10-01 09:00:00,Bavaria,192,45,277,Base
2023-10-01 10:00:00,Bavaria,400,165,23,Base
2023-10-01 11:00:00,Bavaria,359,9,161,Base
2023-10-01 12:00:00,Bavaria,253,119,98,HP_Boost
2023-10-01 13:00:00,Bavaria,107,175,196,HP_Boost
2023-10-01 14:00:00,Bavaria,319,114,161,Base
2023-10-01 15:00:00,Bavaria,451,20,262,HP_Boost
2023-10-01 16:00:00,Bavaria,256,97,186,HP_Boost
2023-10-01 17:00:00,Bavaria,113,149,120,HP_Boost
2023-10-01 18:00:00,Bavaria,360,10,289,HP_Boost
2023-10-01 19:00:00,Bavaria,344,44,60,Base
2023-10-01 20:00:00,Bavaria,489,43,271,HP_Boost
2023-10-01 21:00:00,Bavaria,106,199,62,HP_Boost
2023-10-01 22:00:00,Bavaria,240,182,113,HP_Boost
2023-10-01 23:00:00,Bavaria,210,73,195,HP_Boost
2023-10-02 00:00:00,Bavaria,322,55,248,HP_Boost
2023-10-02 01:00:00,Bavaria,432,173,42,HP_Boost
2023-10-02 02:00:00,Bavaria,372,122,187,HP_Boost
2023-10-02 03:00:00,Bavaria,162,48,284,Base
2023-10-02 04:00:00,Bavaria,230,195,278,HP_Boost
2023-10-02 05:00:00,Bavaria,486,105,98,HP_Boost
2023-10-02 06:00:00,Bavaria,307,138,34,HP_Boost
2023-10-02 07:00:00,Bavaria,347,12,283,Base
2023-10-02 08:00:00,Bavaria,50,32,84,Base
2023-10-02 09:00:00,Bavaria,275,33,7,Base
2023-10-02 10:00:00,Bavaria,289,144,237,Base
2023-10-02 11:00:00,Bavaria,464,138,195,Base
2023-10-02 12:00:00,Bavaria,416,33,280,Base
2023-10-02 13:00:00,Bavaria,333,194,2,HP_Boost
2023-10-02 14:00:00,Bavaria,392,39,127,HP_Boost
2023-10-02 15:00:00,Bavaria,96,72,286,Base
2023-10-02 16:00:00,Bavaria,71,99,28,Base
2023-10-02 17:00:00,Bavaria,341,58,272,HP_Boost
2023-10-02 18:00:00,Bavaria,177,78,83,HP_Boost
2023-10-02 19:00:00,Bavaria,242,28,221,HP_Boost
2023-10-02 20:00:00,Bavaria,74,21,40,Base
2023-10-02 21:00:00,Bavaria,285,19,79,HP_Boost
2023-10-02 22:00:00,Bavaria,319,125,125,HP_Boost
2023-10-02 23:00:00,Bavaria,488,4,237,HP_Boost
2023-10-03 00:00:00,Bavaria,255,181,10,HP_Boost
2023-10-03 01:00:00,Bavaria,236,71,274,HP_Boost
2023-10-03 02:00:00,Bavaria,302,196,185,HP_Boost
2023-10-03 03:00:00,Bavaria,56,61,248,HP_Boost
2023-10-03 04:00:00,Bavaria,285,34,150,HP_Boost
2023-10-03 05:00:00,Bavaria,441,59,247,HP_Boost
2023-10-03 06:00:00,Bavaria,159,4,157,HP_Boost
2023-10-03 07:00:00,Bavaria,177,16,47,Base
2023-10-03 08:00:00,Bavaria,457,21,191,Base
2023-10-03 09:00:00,Bavaria,396,184,93,Base
2023-10-03 10:00:00,Bavaria,229,160,67,HP_Boost
2023-10-03 11:00:00,Bavaria,295,19,147,Base
2023-10-03 12:00:00,Bavaria,265,165,264,Base
2023-10-03 13:00:00,Bavaria,270,61,147,HP_Boost
2023-10-03 14:00:00,Bavaria,103,136,64,Base
2023-10-03 15:00:00,Bavaria,183,192,191,HP_Boost
2023-10-03 16:00:00,Bavaria,457,197,120,HP_Boost
2023-10-03 17:00:00,Bavaria,53,142,114,Base
2023-10-03 18:00:00,Bavaria,226,97,195,HP_Boost
2023-10-03 19:00:00,Bavaria,134,180,10,HP_Boost
2023-10-03 20:00:00,Bavaria,381,48,19,Base
2023-10-03 21:00:00,Bavaria,380,55,101,Base
2023-10-03 22:00:00,Bavaria,250,112,190,Base
2023-10-03 23:00:00,Bavaria,230,64,182,Base
2023-10-04 00:00:00,Bavaria,65,18,237,Base
2023-10-04 01:00:00,Bavaria,410,100,195,Base
2023-10-04 02:00:00,Bavaria,284,91,154,HP_Boost
2023-10-04 03:00:00,Bavaria,191,129,41,Base
2023-10-04 04:00:00,Bavaria,95,143,66,HP_Boost
2023-10-04 05:00:00,Bavaria,472,75,75,HP_Boost
2023-10-04 06:00:00,Bavaria,453,9,259,Base
2023-10-04 07:00:00,Bavaria,350,163,130,HP_Boost
2023-10-04 08:00:00,Bavaria,284,11,184,HP_Boost
2023-10-04 09:00:00,Bavaria,331,45,237,HP_Boost
2023-10-04 10:00:00,Bavaria,403,79,60,Base
2023-10-04 11:00:00,Bavaria,192,117,175,HP_Boost
2023-10-04 12:00:00,Bavaria,308,136,100,HP_Boost
2023-10-04 13:00:00,Bavaria,73,126,71,Base
2023-10-04 14:00:00,Bavaria,187,138,136,HP_Boost
2023-10-04 15:00:00,Bavaria,284,78,131,Base
2023-10-04 16:00:00,Bavaria,493,117,195,Base
2023-10-04 17:00:00,Bavaria,361,62,8,HP_Boost
2023-10-04 18:00:00,Bavaria,304,50,272,Base
2023-10-04 19:00:00,Bavaria,449,162,204,Base
2023-10-04 20:00:00,Bavaria,201,181,50,Base
2023-10-04 21:00:00,Bavaria,143,129,181,HP_Boost
2023-10-04 22:00:00,Bavaria,320,114,201,Base
2023-10-04 23:00:00,Bavaria,65,11,235,HP_Boost
2023-10-05 00:00:00,Bavaria,183,35,53,HP_Boost
2023-10-05 01:00:00,Bavaria,228,162,29,Base
2023-10-05 02:00:00,Bavaria,316,177,210,Base
2023-10-05 03:00:00,Bavaria,401,102,113,HP_Boost
2023-10-05 04:00:00,Bavaria,148,144,86,HP_Boost
2023-10-05 05:00:00,Bavaria,203,72,175,HP_Boost
2023-10-05 06:00:00,Bavaria,408,2,104,Base
2023-10-05 07:00:00,Bavaria,109,69,142,HP_Boost
2023-10-05 08:00:00,Bavaria,249,107,236,Base
2023-10-05 09:00:00,Bavaria,279,8,194,HP_Boost
2023-10-05 10:00:00,Bavaria,205,165,172,HP_Boost
2023-10-05 11:00:00,Bavaria,230,74,214,HP_Boost
2023-10-05 12:00:00,Bavaria,113,193,91,Base
2023-10-05 13:00:00,Bavaria,329,93,225,HP_Boost
2023-10-05 14:00:00,Bavaria,63,0,187,Base
2023-10-05 15:00:00,Bavaria,407,3,22,Base
2023-10-05 16:00:00,Bavaria,367,67,5,HP_Boost
2023-10-05 17:00:00,Bavaria,207,152,16,HP_Boost
2023-10-05 18:00:00,Bavaria,416,127,277,Base
2023-10-05 19:00:00,Bavaria,79,11,142,Base
2023-10-05 20:00:00,Bavaria,349,33,40,HP_Boost
2023-10-05 21:00:00,Bavaria,213,152,284,HP_Boost
2023-10-05 22:00:00,Bavaria,444,192,258,Base
2023-10-05 23:00:00,Bavaria,377,156,17,HP_Boost
2023-10-06 00:00:00,Bavaria,258,144,61,Base
2023-10-06 01:00:00,Bavaria,370,56,39,Base
2023-10-06 02:00:00,Bavaria,418,126,155,HP_Boost
2023-10-06 03:00:00,Bavaria,320,17,47,HP_Boost
2023-10-06 04:00:00,Bavaria,218,144,255,Base
2023-10-06 05:00:00,Bavaria,359,188,45,Base
2023-10-06 06:00:00,Bavaria,192,187,9,Base
2023-10-06 07:00:00,Bavaria,105,160,177,Base
2023-10-06 08:00:00,Bavaria,158,107,177,HP_Boost
2023-10-06 09:00:00,Bavaria,352,20,186,HP_Boost
2023-10-06 10:00:00,Bavaria,62,148,265,HP_Boost
2023-10-06 11:00:00,Bavaria,315,97,24,HP_Boost
2023-10-06 12:00:00,Bavaria,405,121,79,Base
2023-10-06 13:00:00,Bavaria,382,141,299,Base
2023-10-06 14:00:00,Bavaria,90,100,117,HP_Boost
2023-10-06 15:00:00,Bavaria,120,2,125,Base
2023-10-06 16:00:00,Bavaria,491,4,117,Base
2023-10-06 17:00:00,Bavaria,459,9,63,HP_Boost
2023-10-06 18:00:00,Bavaria,133,126,128,Base
2023-10-06 19:00:00,Bavaria,260,107,261,Base
2023-10-06 20:00:00,Bavaria,341,71,151,HP_Boost
2023-10-06 21:00:00,Bavaria,167,6,204,Base
2023-10-06 22:00:00,Bavaria,191,101,82,Base
2023-10-06 23:00:00,Bavaria,277,165,245,HP_Boost
2023-10-07 00:00:00,Bavaria,281,89,72,Base
2023-10-07 01:00:00,Bavaria,445,136,207,Base
2023-10-07 02:00:00,Bavaria,250,108,217,Base
2023-10-07 03:00:00,Bavaria,315,183,264,HP_Boost
2023-10-07 04:00:00,Bavaria,291,137,177,Base
2023-10-07 05:00:00,Bavaria,55,87,143,Base
2023-10-07 06:00:00,Bavaria,435,26,47,Base
2023-10-07 07:00:00,Bavaria,106,72,245,Base
2023-10-07 08:00:00,Bavaria,218,103,119,HP_Boost
2023-10-07 09:00:00,Bavaria,135,33,188,HP_Boost
2023-10-07 10:00:00,Bavaria,143,44,50,Base
2023-10-07 11:00:00,Bavaria,310,171,38,HP_Boost
2023-10-07 12:00:00,Bavaria,463,153,64,Base
2023-10-07 13:00:00,Bavaria,110,92,254,Base
2023-10-07 14:00:00,Bavaria,105,7,142,HP_Boost
2023-10-07 15:00:00,Bavaria,158,123,133,HP_Boost
2023-10-07 16:00:00,Bavaria,85,137,215,Base
2023-10-07 17:00:00,Bavaria,265,77,165,HP_Boost
2023-10-07 18:00:00,Bavaria,124,0,26,HP_Boost
2023-10-07 19:00:00,Bavaria,90,190,297,Base
2023-10-07 20:00:00,Bavaria,472,68,75,HP_Boost
2023-10-07 21:00:00,Bavaria,268,92,245,HP_Boost
2023-10-07 22:00:00,Bavaria,132,136,203,Base
2023-10-07 23:00:00,Bavaria,487,198,205,Base
2023-10-08 00:00:00,Bavaria,291,10,120,Base
2023-10-08 01:00:00,Bavaria,387,148,33,HP_Boost
2023-10-08 02:00:00,Bavaria,447,31,292,Base
2023-10-08 03:00:00,Bavaria,248,37,60,Base
2023-10-08 04:00:00,Bavaria,183,157,32,Base
2023-10-08 05:00:00,Bavaria,249,18,252,Base
2023-10-08 06:00:00,Bavaria,88,147,289,Base
2023-10-08 07:00:00,Bavaria,152,133,242,HP_Boost
2023-10-08 08:00:00,Bavaria,371,160,79,HP_Boost
2023-10-08 09:00:00,Bavaria,310,28,71,Base
2023-10-08 10:00:00,Bavaria,177,66,106,HP_Boost
2023-10-08 11:00:00,Bavaria,493,78,280,Base
2023-10-08 12:00:00,Bavaria,86,88,15,Base
2023-10-08 13:00:00,Bavaria,241,58,175,Base
2023-10-08 14:00:00,Bavaria,225,6,8,Base
2023-10-08 15:00:00,Bavaria,280,168,260,HP_Boost
2023-10-08 16:00:00,Bavaria,72,0,134,Base
2023-10-08 17:00:00,Bavaria,243,173,153,Base
2023-10-08 18:00:00,Bavaria,410,134,224,HP_Boost
2023-10-08 19:00:00,Bavaria,243,89,114,Base
2023-10-08 20:00:00,Bavaria,186,97,13,HP_Boost
2023-10-08 21:00:00,Bavaria,470,118,279,HP_Boost
2023-10-08 22:00:00,Bavaria,167,60,232,Base
2023-10-08 23:00:00,Bavaria,145,2,123,Base
2023-10-09 00:00:00,Bavaria,226,33,67,HP_Boost
2023-10-09 01:00:00,Bavaria,445,6,21,Base
2023-10-09 02:00:00,Bavaria,436,188,279,HP_Boost
2023-10-09 03:00:00,Bavaria,281,178,45,HP_Boost
2023-10-09 04:00:00,Bavaria,320,96,28,Base
2023-10-09 05:00:00,Bavaria,402,167,4,Base
2023-10-09 06:00:00,Bavaria,299,156,50,HP_Boost
2023-10-09 07:00:00,Bavaria,230,35,183,Base
2023-10-09 08:00:00,Bavaria,314,108,146,HP_Boost
2023-10-09 09:00:00,Bavaria,199,21,294,HP_Boost
2023-10-09 10:00:00,Bavaria,467,43,98,Base
2023-10-09 11:00:00,Bavaria,361,91,239,HP_Boost
2023-10-09 12:00:00,Bavaria,447,110,30,HP_Boost
2023-10-09 13:00:00,Bavaria,365,121,208,Base
2023-10-09 14:00:00,Bavaria,139,199,106,HP_Boost
2023-10-09 15:00:00,Bavaria,367,161,65,HP_Boost
2023-10-09 16:00:00,Bavaria,53,53,176,HP_Boost
2023-10-09 17:00:00,Bavaria,293,36,92,HP_Boost
2023-10-09 18:00:00,Bavaria,320,175,245,HP_Boost
2023-10-09 19:00:00,Bavaria,324,61,65,Base
2023-10-09 20:00:00,Bavaria,197,85,186,HP_Boost
2023-10-09 21:00:00,Bavaria,237,77,57,Base
2023-10-09 22:00:00,Bavaria,285,5,181,HP_Boost
2023-10-09 23:00:00,Bavaria,444,142,54,Base
2023-10-10 00:00:00,Bavaria,313,74,173,HP_Boost
2023-10-10 01:00:00,Bavaria,218,104,184,Base
2023-10-10 02:00:00,Bavaria,205,75,72,HP_Boost
2023-10-10 03:00:00,Bavaria,246,91,263,HP_Boost
2023-10-10 04:00:00,Bavaria,371,137,50,HP_Boost
2023-10-10 05:00:00,Bavaria,378,97,25,Base
2023-10-10 06:00:00,Bavaria,116,22,173,HP_Boost
2023-10-10 07:00:00,Bavaria,175,137,9,HP_Boost
2023-10-10 08:00:00,Bavaria,454,3,70,Base
2023-10-10 09:00:00,Bavaria,235,103,276,Base
2023-10-10 10:00:00,Bavaria,398,65,218,Base
2023-10-10 11:00:00,Bavaria,255,188,204,Base
2023-10-10 12:00:00,Bavaria,481,190,148,HP_Boost
2023-10-10 13:00:00,Bavaria,110,89,294,Base
2023-10-10 14:00:00,Bavaria,381,133,170,HP_Boost
2023-10-10 15:00:00,Bavaria,252,97,270,Base
2023-10-10 16:00:00,Bavaria,490,68,171,Base
2023-10-10 17:00:00,Bavaria,164,22,287,HP_Boost
2023-10-10 18:00:00,Bavaria,233,127,12,Base
2023-10-10 19:00:00,Bavaria,235,90,216,HP_Boost
2023-10-10 20:00:00,Bavaria,209,17,19,Base
2023-10-10 21:00:00,Bavaria,211,199,118,Base
2023-10-10 22:00:00,Bavaria,496,179,208,HP_Boost
2023-10-10 23:00:00,Bavaria,189,165,205,Base
2023-10-11 00:00:00,Bavaria,285,184,124,HP_Boost
2023-10-11 01:00:00,Bavaria,51,45,198,Base
2023-10-11 02:00:00,Bavaria,201,163,125,HP_Boost
2023-10-11 03:00:00,Bavaria,325,144,222,Base
2023-10-11 04:00:00,Bavaria,491,129,167,Base
2023-10-11 05:00:00,Bavaria,190,15,125,HP_Boost
2023-10-11 06:00:00,Bavaria,227,26,249,HP_Boost
2023-10-11 07:00:00,Bavaria,453,195,36,Base
2023-10-11 08:00:00,Bavaria,115,183,211,Base
2023-10-11 09:00:00,Bavaria,282,187,92,Base
2023-10-11 10:00:00,Bavaria,188,166,267,Base
2023-10-11 11:00:00,Bavaria,383,5,269,HP_Boost
2023-10-11 12:00:00,Bavaria,418,109,80,Base
2023-10-11 13:00:00,Bavaria,482,188,177,Base
2023-10-11 14:00:00,Bavaria,116,106,93,Base
2023-10-11 15:00:00,Bavaria,413,95,154,HP_Boost
2023-10-11 16:00:00,Bavaria,88,33,112,Base
2023-10-11 17:00:00,Bavaria,400,155,212,HP_Boost
2023-10-11 18:00:00,Bavaria,328,144,231,HP_Boost
2023-10-11 19:00:00,Bavaria,181,101,211,HP_Boost
2023-10-11 20:00:00,Bavaria,89,5,255,Base
2023-10-11 21:00:00,Bavaria,270,63,200,Base
2023-10-11 22:00:00,Bavaria,53,186,11,Base
2023-10-11 23:00:00,Bavaria,60,56,84,HP_Boost
2023-10-12 00:00:00,Bavaria,243,92,288,Base
2023-10-12 01:00:00,Bavaria,442,52,33,Base
2023-10-12 02:00:00,Bavaria,276,189,189,HP_Boost
2023-10-12 03:00:00,Bavaria,234,184,88,HP_Boost
2023-10-12 04:00:00,Bavaria,118,191,214,Base
2023-10-12 05:00:00,Bavaria,390,29,89,Base
2023-10-12 06:00:00,Bavaria,396,105,44,Base
2023-10-12 07:00:00,Bavaria,431,180,103,HP_Boost
2023-10-12 08:00:00,Bavaria,156,55,87,Base
2023-10-12 09:00:00,Bavaria,262,178,114,Base
2023-10-12 10:00:00,Bavaria,167,54,147,HP_Boost
2023-10-12 11:00:00,Bavaria,279,121,184,Base
2023-10-12 12:00:00,Bavaria,185,79,208,HP_Boost
2023-10-12 13:00:00,Bavaria,78,26,165,Base
2023-10-12 14:00:00,Bavaria,314,178,211,Base
2023-10-12 15:00:00,Bavaria,471,165,247,Base
2023-10-12 16:00:00,Bavaria,150,135,78,Base
2023-10-12 17:00:00,Bavaria,73,195,212,Base
2023-10-12 18:00:00,Bavaria,178,2,238,Base
2023-10-12 19:00:00,Bavaria,251,88,60,Base
2023-10-12 20:00:00,Bavaria,458,139,70,HP_Boost
2023-10-12 21:00:00,Bavaria,276,146,9,HP_Boost
2023-10-12 22:00:00,Bavaria,193,77,106,HP_Boost
2023-10-12 23:00:00,Bavaria,392,122,151,HP_Boost
2023-10-13 00:00:00,Bavaria,275,84,283,HP_Boost
2023-10-13 01:00:00,Bavaria,359,106,3,Base
2023-10-13 02:00:00,Bavaria,377,164,52,HP_Boost
2023-10-13 03:00:00,Bavaria,308,55,47,HP_Boost
2023-10-13 04:00:00,Bavaria,262,86,136,Base
2023-10-13 05:00:00,Bavaria,419,171,106,HP_Boost
2023-10-13 06:00:00,Bavaria,219,145,167,HP_Boost
2023-10-13 07:00:00,Bavaria,192,21,72,HP_Boost
2023-10-13 08:00:00,Bavaria,213,15,65,Base
2023-10-13 09:00:00,Bavaria,337,158,85,HP_Boost
2023-10-13 10:00:00,Bavaria,312,107,171,HP_Boost
2023-10-13 11:00:00,Bavaria,133,142,3,Base
2023-10-13 12:00:00,Bavaria,148,175,193,HP_Boost
2023-10-13 13:00:00,Bavaria,223,125,136,Base
2023-10-13 14:00:00,Bavaria,254,126,52,HP_Boost
2023-10-13 15:00:00,Bavaria,286,41,244,HP_Boost
2023-10-13 16:00:00,Bavaria,307,122,173,Base
2023-10-13 17:00:00,Bavaria,188,48,282,HP_Boost
2023-10-13 18:00:00,Bavaria,289,134,273,HP_Boost
2023-10-13 19:00:00,Bavaria,307,116,34,HP_Boost
2023-10-13 20:00:00,Bavaria,324,66,282,Base
2023-10-13 21:00:00,Bavaria,494,188,170,Base
2023-10-13 22:00:00,Bavaria,459,106,270,HP_Boost
2023-10-13 23:00:00,Bavaria,334,136,220,HP_Boost
2023-10-14 00:00:00,Bavaria,306,59,105,HP_Boost
2023-10-14 01:00:00,Bavaria,483,147,189,HP_Boost
2023-10-14 02:00:00,Bavaria,235,163,223,HP_Boost
2023-10-14 03:00:00,Bavaria,340,155,144,HP_Boost
2023-10-14 04:00:00,Bavaria,473,11,138,Base
2023-10-14 05:00:00,Bavaria,167,31,16,Base
2023-10-14 06:00:00,Bavaria,332,101,102,Base
2023-10-14 07:00:00,Bavaria,440,61,183,Base
2023-10-14 08:00:00,Bavaria,330,80,57,Base
2023-10-14 09:00:00,Bavaria,491,33,182,Base
2023-10-14 10:00:00,Bavaria,219,104,6,HP_Boost
2023-10-14 11:00:00,Bavaria,121,195,119,Base
2023-10-14 12:00:00,Bavaria,60,80,233,Base
2023-10-14 13:00:00,Bavaria,189,125,273,Base
2023-10-14 14:00:00,Bavaria,196,100,57,HP_Boost
2023-10-14 15:00:00,Bavaria,262,99,178,HP_Boost
2023-10-14 16:00:00,Bavaria,208,35,0,Base
2023-10-14 17:00:00,Bavaria,335,187,36,HP_Boost
2023-10-14 18:00:00,Bavaria,163,11,102,HP_Boost
2023-10-14 19:00:00,Bavaria,260,39,123,Base
2023-10-14 20:00:00,Bavaria,404,34,169,HP_Boost
2023-10-14 21:00:00,Bavaria,110,37,96,HP_Boost
2023-10-14 22:00:00,Bavaria,256,52,4,HP_Boost
2023-10-14 23:00:00,Bavaria,256,118,143,HP_Boost
2023-10-15 00:00:00,Bavaria,422,155,149,HP_Boost
2023-10-15 01:00:00,Bavaria,372,89,293,Base
2023-10-15 02:00:00,Bavaria,149,71,108,HP_Boost
2023-10-15 03:00:00,Bavaria,92,68,248,Base
2023-10-15 04:00:00,Bavaria,310,54,71,HP_Boost
2023-10-15 05:00:00,Bavaria,182,18,55,Base
2023-10-15 06:00:00,Bavaria,341,85,62,Base
2023-10-15 07:00:00,Bavaria,134,41,149,Base
2023-10-15 08:00:00,Bavaria,392,190,54,HP_Boost
2023-10-15 09:00:00,Bavaria,452,196,103,Base
2023-10-15 10:00:00,Bavaria,147,65,257,HP_Boost
2023-10-15 11:00:00,Bavaria,488,114,222,Base
2023-10-15 12:00:00,Bavaria,415,76,31,HP_Boost
2023-10-15 13:00:00,Bavaria,83,55,197,Base
2023-10-15 14:00:00,Bavaria,124,173,35,HP_Boost
2023-10-15 15:00:00,Bavaria,282,6,154,HP_Boost
2023-10-15 16:00:00,Bavaria,458,192,288,Base
2023-10-15 17:00:00,Bavaria,400,42,26,Base
2023-10-15 18:00:00,Bavaria,87,23,57,HP_Boost
2023-10-15 19:00:00,Bavaria,408,197,277,Base
2023-10-15 20:00:00,Bavaria,54,85,52,Base
2023-10-15 21:00:00,Bavaria,251,111,75,HP_Boost
2023-10-15 22:00:00,Bavaria,431,174,64,Base
2023-10-15 23:00:00,Bavaria,183,158,194,Base
2023-10-16 00:00:00,Bavaria,482,168,210,HP_Boost
2023-10-16 01:00:00,Bavaria,200,198,0,HP_Boost
2023-10-16 02:00:00,Bavaria,435,77,298,HP_Boost
2023-10-16 03:00:00,Bavaria,138,86,250,Base
2023-10-16 04:00:00,Bavaria,490,45,224,Base
2023-10-16 05:00:00,Bavaria,347,152,83,Base
2023-10-16 06:00:00,Bavaria,248,91,17,Base
2023-10-16 07:00:00,Bavaria,470,93,132,Base
2023-10-16 08:00:00,Bavaria,409,193,15,Base
2023-10-16 09:00:00,Bavaria,212,186,190,Base
2023-10-16 10:00:00,Bavaria,54,6,209,HP_Boost
2023-10-16 11:00:00,Bavaria,182,79,106,HP_Boost
2023-10-16 12:00:00,Bavaria,433,181,74,Base
2023-10-16 13:00:00,Bavaria,349,122,188,HP_Boost
2023-10-16 14:00:00,Bavaria,314,46,117,Base
2023-10-16 15:00:00,Bavaria,462,124,140,Base
2023-10-16 16:00:00,Bavaria,106,3,242,Base
2023-10-16 17:00:00,Bavaria,217,60,106,HP_Boost
2023-10-16 18:00:00,Bavaria,260,163,111,HP_Boost
2023-10-16 19:00:00,Bavaria,483,148,216,HP_Boost
2023-10-16 20:00:00,Bavaria,441,197,43,Base
2023-10-16 21:00:00,Bavaria,100,189,140,Base
2023-10-16 22:00:00,Bavaria,153,12,249,Base
2023-10-16 23:00:00,Bavaria,181,186,181,Base
2023-10-17 00:00:00,Bavaria,86,198,9,HP_Boost
2023-10-17 01:00:00,Bavaria,488,129,63,HP_Boost
2023-10-17 02:00:00,Bavaria,418,35,171,HP_Boost
2023-10-17 03:00:00,Bavaria,361,104,42,HP_Boost
2023-10-17 04:00:00,Bavaria,380,184,128,HP_Boost
2023-10-17 05:00:00,Bavaria,444,195,295,Base
2023-10-17 06:00:00,Bavaria,66,156,64,Base
2023-10-17 07:00:00,Bavaria,425,181,66,HP_Boost
2023-10-17 08:00:00,Bavaria,309,142,244,HP_Boost
2023-10-17 09:00:00,Bavaria,445,180,61,Base
2023-10-17 10:00:00,Bavaria,408,34,237,HP_Boost
2023-10-17 11:00:00,Bavaria,121,17,126,Base
2023-10-17 12:00:00,Bavaria,344,127,199,HP_Boost
2023-10-17 13:00:00,Bavaria,52,134,296,HP_Boost
2023-10-17 14:00:00,Bavaria,95,16,129,HP_Boost
2023-10-17 15:00:00,Bavaria,406,193,168,HP_Boost
2023-10-17 16:00:00,Bavaria,412,112,41,Base
2023-10-17 17:00:00,Bavaria,81,101,135,HP_Boost
2023-10-17 18:00:00,Bavaria,455,67,213,HP_Boost
2023-10-17 19:00:00,Bavaria,270,6,146,Base
2023-10-17 20:00:00,Bavaria,217,26,75,HP_Boost
2023-10-17 21:00:00,Bavaria,138,4,50,Base
2023-10-17 22:00:00,Bavaria,313,196,96,HP_Boost
2023-10-17 23:00:00,Bavaria,330,82,282,Base
2023-10-18 00:00:00,Bavaria,332,193,157,Base
2023-10-18 01:00:00,Bavaria,149,163,27,Base
2023-10-18 02:00:00,Bavaria,365,145,26,Base
2023-10-18 03:00:00,Bavaria,136,102,140,Base
2023-10-18 04:00:00,Bavaria,227,142,191,Base
2023-10-18 05:00:00,Bavaria,110,176,45,Base
2023-10-18 06:00:00,Bavaria,58,35,6,Base
2023-10-18 07:00:00,Bavaria,466,167,74,Base
2023-10-18 08:00:00,Bavaria,221,93,158,HP_Boost
2023-10-18 09:00:00,Bavaria,402,133,177,HP_Boost
2023-10-18 10:00:00,Bavaria,388,147,197,HP_Boost
2023-10-18 11:00:00,Bavaria,457,108,99,HP_Boost
2023-10-18 12:00:00,Bavaria,305,145,220,Base
2023-10-18 13:00:00,Bavaria,279,41,31,HP_Boost
2023-10-18 14:00:00,Bavaria,64,134,231,Base
2023-10-18 15:00:00,Bavaria,173,71,207,Base
2023-10-18 16:00:00,Bavaria,134,116,23,HP_Boost
2023-10-18 17:00:00,Bavaria,108,17,177,HP_Boost
